name,genre,rating_val,nearest_station,address
Patisserie JUN UJITA,"cake, cafe",3.88,Toritsu University Station,東京都目黒区碑文谷4-6-6
moon and turtle,Indian curry,3.88,Morishita Station,東京都江東区新大橋3-7-3
Japanese Soba Noodles 蔦,"Ramen, Tsukemen",3.88,Yoyogi-Uehara Station,東京都渋谷区西原3-2-4 フロンティア代々木上原 B1F
Sheep SUNRISE,"Genghis Khan, Yakiniku, Teppanyaki",3.88,Azabu Juban Station,東京都港区麻布十番2-19-10 PIA麻布十番2 3F
Ramen Break Beats,ramen,3.88,Yutenji Station,東京都目黒区目黒4-21-19 アイビーハイツ 1F
Chicte Bakery,"bread, cafe",3.88,Minamiosawa Station,東京都八王子市南大沢3-9-5 101
Mori Fuji,Japanese food,3.88,Ushigome Kagurazaka Station,東京都新宿区納戸町32-3 ザ・フィガロ市ヶ谷 1F
Patisserie Yu Cowpea,"cake, bread",3.88,Chitose Karasuyama Station,東京都世田谷区南烏山6-28-13
Okamoto,Japanese food,3.87,Kamiyacho Station,東京都港区虎ノ門5-2-8 サクシード虎ノ門 B1F
Edition Koji Shimomura,"French, modern French, Western/European cuisine (other)",3.87,Roppongi Itchome Station,東京都港区六本木3-1-1 六本木ティーキューブ1F
Restaurant Raffinage,French,3.87,Ginza Station,東京都中央区銀座5-9-16 GINZA-A-5 2F
Ebisu Endo,sushi,3.87,Ebisu Station,東京都渋谷区恵比寿南1-17-2 4F
Ramen Nisufun no Ichi,ramen,3.87,Higashiogu Sanchome Station,東京都荒川区東尾久2-19-10
Tsukemen road,tsukemen,3.87,Kameari Station,東京都葛飾区亀有5-28-17
United,"Modern French, French, Innovative Fusion",3.87,Toranomon Hills Station,東京都港区虎ノ門1-23-3 虎ノ門ヒルズガーデンハウス 1F
Chinese Soba Wasu TOKYO,"Ramen, Tsukemen",3.87,Kitashinagawa Station,東京都品川区北品川3-2-1 MTM STUDIO 2F
Grilled chicken sea urchin,Yakitori,3.87,Okusawa Station,東京都世田谷区奥沢3-30-11
Materiel,"cake, cafe",3.87,Oyama Station,東京都板橋区大山町21-6 白樹舘壱番館 1F
Mensoan Sunada,ramen,3.87,Koshinzuka Station,東京都豊島区巣鴨4-24-6 富士ビル
Sushi Masuda,sushi,3.87,Omotesando Station,東京都港区南青山3-14-27 IJK南青山れい 1F
Chinese noodles Konoki,"Ramen, Tsukemen, Abura soba",3.87,Ochiai Station,東京都新宿区上落合1-5-3
gelateria cincherita,"Ice cream, cafe/coffee shop (other)",3.87,Asagaya Station,東京都杉並区阿佐谷北1-43-7
Kane kitchen noodle,"Ramen, Tsukemen",3.86,Higashi-Nagasaki Station,東京都豊島区南長崎5-26-15 マチテラス南長崎 2F
Trois Fleche,steak,3.86,Uchisaiwaicho Station,東京都中央区銀座8-2-8 銀座高本ビル 2F
Private kitchen Isamu,Chinese cuisine,3.86,Shirokanedai Station,東京都港区白金6-5-5 モリハウス 1F
Echiré Maison du Bourg,"cake, bread, ice cream",3.86,Nijubashimae Station,東京都千代田区丸の内2-6-1 丸の内ブリックスクエア 1F
Comme&#39;N TOKYO,bread,3.86,Kuhonbutsu Station,東京都世田谷区奥沢7-18-5 1F
K+,"Italian, wine bar",3.86,Hiroo station,東京都港区西麻布4-5-8
asterisk,cake,3.86,Yoyogiuehara Station,東京都渋谷区上原1-26-16 タマテクノビル 1F
right,"french, modern french",3.86,Daikanyama Station,東京都渋谷区恵比寿西2-17-5 サンビレッジ代官山 2F
prisma,italian,3.86,Omotesando Station,東京都港区南青山6-4-6 青山ＡＬＬＥＹ 1F
Le Petit Mec Hibiya,"bread, cafe",3.86,Hibiya Station,東京都千代田区有楽町1-2-2 日比谷シャンテ 1F
Medjika soba Gingyo,ramen,3.86,Manganji Station,東京都日野市石田2-9-1
Hakodate Salt Ramen Goryokaku,ramen,3.86,Ogikubo Station,東京都杉並区天沼3-28-7
soup men,ramen,3.86,Tokiwadai Station,東京都板橋区南常盤台1-26-9 常盤台ダイカンプラザシティ 1F
Chinese noodles Nishikawa,ramen,3.86,Chitose-Funabashi Station,東京都世田谷区砧2-15-10 メゾンドオーポン 1F
Bottega,"Italian, pasta, wine bar",3.86,Hiroo station,東京都渋谷区広尾5-17-8 アプリシエ広尾 B1F
beat eat,"Curry rice, other meat dishes, natural foods",3.86,Kitami Station,東京都世田谷区喜多見9-2-18 喜多見城和ハイツ B1F
LOOP,"Creative cuisine, dining bar",3.86,Takadanobaba Station,東京都新宿区高田馬場2-7-12
Tokuyama,"Japanese cuisine, blowfish",3.86,Hiroo station,東京都港区西麻布4-11-28 麻布エンパイヤマンション B1F
Hand-made noodle festival Kamekei,ramen,3.86,Shibasaki Station,東京都調布市菊野台1-55-1 コーポえびすい 1F
Boyun,Japanese food,3.86,Gaienmae Station,東京都港区南青山4-11-2 MAIYAビル 1F
PATISSERIE ASAKO IWAYANAGI,"cake, cafe, parfait",3.86,Todoroki Station,東京都世田谷区等々力4-4-5
Ichijo-ryu Ganko Sohonke Branch Yotsuya Arakicho,ramen,3.85,Yotsuya Sanchome Station,東京都新宿区舟町4-1 メゾンド四谷 106
Ramen Hazuki,"Ramen, Tsukemen",3.85,Yukigaya Otsuka Station,東京都大田区雪谷大塚町11-8
prevenance,French,3.85,Gaienmae Station,東京都港区南青山2-13-7 マトリス 1F
Chinese soba Osada,"Ramen, Dandan noodles",3.85,Oyama Station,東京都板橋区大山金井町38-1
Handmade Soba Jiyusan,Soba,3.85,Higashi Nagasaki Station,東京都中野区江原町3-1-4
kachal bachal,"Indian cuisine, Indian curry",3.85,Shin-Otsuka Station,東京都豊島区南大塚3-2-10 林ビル 2F
PRETTY PORK FACTORY,"pork shabu-shabu, samgyeopsal",3.85,Seibu Shinjuku Station,東京都新宿区歌舞伎町1-10-3 G3ビル 2F
Satake,"Sushi, seafood/seafood dishes",3.85,Tsukiji market station,東京都中央区銀座8-14-9 DUPLEX銀座タワー8/14 1F
A Cote Patisserie,"Western confectionery (other), cake, chocolate",3.85,Shirokanedai Station,東京都港区白金台2-5-11
Kasumi Town Yamagami,Japanese food,3.85,Hiroo station,東京都港区西麻布4-2-13 八幡ビル 3F
Libertable Akasaka store,"cake, cafe, bread",3.85,Akasaka Station,東京都港区赤坂2-6-24 1F
Sushi Ken,sushi,3.85,Higashiginza Station,東京都中央区銀座7-11-6 GINZA ISONOビル 2F
Izuku,Japanese food,3.85,Shintomicho Station,東京都中央区銀座1-22-12 マドリガル銀座 1F
Kururikimon Chawanbu,"Tonkatsu, curry rice",3.85,Yotsuya Sanchome Station,東京都新宿区荒木町3-22 島ビル 1F
Dandizon,bread,3.85,Kichijoji Station,東京都武蔵野市吉祥寺本町2-28-2 B1F
Menya Yoshisa,"Ramen, Tsukemen",3.85,Kiba station,東京都江東区東陽1-11-3
Laschet Blanche,French,3.85,Shirokane Takanawa Station,東京都港区白金3-2-2 パール白金　１Ｆ
Azure Forty Five,French,3.84,Roppongi Station,東京都港区赤坂9-7-1 ザ・リッツ・カールトン東京 45F
Tonkatsu Keita,Pork cutlet,3.84,Nishiogikubo Station,東京都杉並区西荻南3-10-6 中村ビル B1F
Restaurant Manowa,"French, Modern French, Restaurant (Other)",3.84,Hiroo Station,東京都渋谷区広尾1-10-6 プロスペクト グラーサ広尾 1F
Pierre Hermé Paris Aoyama,"cake, macaron, cafe",3.84,Omotesando Station,東京都渋谷区神宮前5-51-8 ラ・ポルト青山　1・2F
Tsukemen Kinryu,"Ramen, Tsukemen",3.84,Ogawamachi Station,東京都千代田区神田司町2-15-16 サトウビル 1F
Bird chief,"Yakitori, chicken dishes",3.84,Nerima station,東京都練馬区豊玉北4-31-8
Katsu Prepo,"Pork cutlet, katsudon, katsuju",3.84,Seibu Shinjuku Station,東京都新宿区歌舞伎町1-10-3 G3ビル 2F
Patisserie du bon coufu Musashikoyama Main Store,"Cake, cafe/coffee shop (other)",3.84,Musashi Koyama Station,東京都品川区小山3-11-2
Boulangerie Bonnedanne,"Bread, confectionery (others), sandwiches",3.84,Sangenjaya Station,東京都世田谷区三宿1-28-1 Sofi三宿 1F
Qunlin Hall,"Japanese sweets, daifuku",3.84,Gokokuji Station,東京都文京区音羽2-1-2
The INNOCENT CARVERY,"Yakiniku, dining bar, Japanese food (other)",3.84,Nogizaka Station,東京都港区西麻布1-4-28 カルハ西麻布 101
Takayama coffee,"Coffee shop, coffee specialty store, cafe",3.84,Awajicho Station,東京都千代田区神田須田町1-12
"Takashi Hosono, the eldest son",tsukemen,3.84,Ekoda Station,東京都練馬区旭丘1-68-12 第4正道江古田ビル 1F
ramen healthy,"Ramen, Tsukemen",3.84,Mitaka Station,東京都武蔵野市中町1-28-1 矢島ビル 102
Ramen Mountain and Trees,ramen,3.84,Koenji Station,東京都杉並区高円寺南5-21-7 高円寺マンション 107
virtue,sushi,3.84,Higashi-Mukojima Station,東京都墨田区東向島4-24-26
Arnaud Laer Hiroo Main Store,"cake, chocolate, macaron",3.84,Hiroo Station,東京都渋谷区広尾5-19-9
Yakiniku Uguisudanien,"Yakiniku, Horumon",3.84,Uguisudani Station,東京都台東区根岸1-5-15
Chinese Soba Nishino,ramen,3.84,Hongo Sanchome Station,東京都文京区本郷3-30-7 熊野ビル B101
Saryo Miyasaka,Japanese food,3.84,Roppongi Station,東京都港区六本木6-12-2 六本木ヒルズ レジデンスB棟 3F
Warm Chinese soba noodles,"Ramen, Dandan noodles",3.84,Hachioji Station,東京都八王子市万町34-1
Azabujuban Yoshiki Hadano,"Sushi, seafood/seafood dishes, Japanese cuisine",3.84,Azabujuban Station,東京都港区麻布十番2-8-6 ラベイユ麻布十番 B2F
Amanoya,"Cafe, sweets shop, okonomiyaki",3.83,Azabujuban Station,東京都港区麻布十番3-1-9
THE WATER,"French, Modern French, Innovative Fusion",3.83,Gaienmae Station,東京都港区南青山2-14-14 南青山KFKビル B1F
Ramen-tei Hinari Ryuo,ramen,3.83,Omorimachi Station,東京都大田区大森中2-14-17
Qing Shouxuan,"Japanese sweets, dorayaki",3.83,Kodemmacho Station,東京都中央区日本橋堀留町1-4-16 ピーコス日本橋ビル1F
Sushi Risaki,"Sushi, seafood dishes",3.83,Yoyogi Koen Station,東京都渋谷区神山町8-2
Tsukishima main store in the city,"Hormone, Yakiniku",3.83,Tsukishima station,"東京都中央区月島2-14-8 AMビル1,2F"
HARMONIC,italian,3.83,Daikanyama Station,東京都渋谷区代官山町12-16 シンフォニー代官山 102
Au Bon Vieux Tan Nihombashi Takashimaya,"cakes, sweets (others)",3.83,Nihonbashi Station,東京都中央区日本橋2-4-1 日本橋タカシマヤ B1F
The Pizza Bar ON 38TH,"pizza, italian",3.83,Mitsukoshimae Station,東京都中央区日本橋室町2-1-1 マンダリンオリエンタル東京 38F
Usagiya,"Japanese sweets, dorayaki, sweets shop",3.83,Asagaya Station,東京都杉並区阿佐谷北1-3-7
Eel Tokito,"Unagi, Japanese cuisine, French",3.83,Azabujuban Station,東京都港区麻布十番2-5-11 AZABUMAISON201
Eel Zen,eel,3.83,Honjoazumabashi Station,東京都墨田区吾妻橋3-6-18
Curry Spice Gelatorium,"Curry rice, ice cream, Asian/ethnic cuisine (other)",3.83,Shimokitazawa Station,東京都世田谷区北沢2-12-2 サウスウェーブ下北沢 1F
Imperial Hotel Toraguro,Japanese food,3.83,Hibiya Station,東京都千代田区内幸町1-1-1 帝国ホテル東京 タワー館 B1F
Ramen Yamaguchi,"Ramen, Tsukemen, Chinese noodles (other)",3.83,Omokagebashi Station,東京都新宿区西早稲田3-13-4 1F
Kotobuki Seimen Yoshikawa Nishidai Station Store,"Ramen, Abura soba, Tsukemen",3.83,Nishidai Station,東京都板橋区蓮根3-8-14
Tonta,Pork cutlet,3.83,Takadanobaba Station,東京都豊島区高田3-17-8
Former Yam residence Shimokita-so,"Curry rice, curry (others), Indian curry",3.83,Shimokitazawa Station,東京都世田谷区代沢5-29-9 ナイスビル 1F
Nakasu Yatai Nagahama Ramen First Generation Kenta Tokyo Koenji Main Store,ramen,3.83,Koenji Station,東京都中野区大和町1-66-6
the best,"Ramen, Tsukemen",3.83,Machida station,東京都町田市中町1-28-24 大成ビル　１Ｆ
Nishi Eifuku&#39;s dried sardine box,ramen,3.83,Nishieifuku Station,東京都杉並区永福3-55-3
Teppanyaki Iwakura,"Japanese cuisine, Steak, Teppanyaki",3.83,Ushigome Kagurazaka Station,東京都新宿区岩戸町1 M's神楽坂 3Ｆ
Fiocchi,italian,3.83,Soshigaya Okura Station,東京都世田谷区祖師谷3-4-9 松紀ビル　１Ｆ
Chinese Soba Charume,ramen,3.83,Kojiya Station,東京都大田区萩中2-1-4 丸栄ビルEAST 1F
Asakusa Juroku,"Soba, Japanese cuisine",3.83,Asakusa (Tsukuba EXP) Station,東京都台東区浅草4-37-8 小田井ビル 1F
Center The Bakery Aoyama,bread,3.83,Omotesando Station,東京都渋谷区神宮前5-52-2 青山オーバルビル 1F
Sushi Ao,sushi,3.83,Omotesando Station,東京都港区北青山3-10-13 FPG links OMOTESANDO B棟 2F
Tujia,Soba,3.83,Higashimurayama Station,東京都東村山市野口町4-18-1
Ann Fass,"french, bistro",3.82,Ningyocho Station,東京都中央区日本橋人形町2-11-9
Tokyo Kyobashiya Curry,Curry Rice,3.82,Ginza-itchome Station,東京都中央区京橋3-4-3 千成ビル２F
Noodle Smile Takuma,ramen,3.82,Keio Hachioji Station,東京都八王子市明神町4-12-2
La Maison du Chocolat Marunouchi store,"Chocolate, cake, cafe/coffee shop (other)",3.82,Yurakucho Station,東京都千代田区丸の内3-4-1 新国際ビル 1F
Chinese Soba Restaurant Ito,ramen,3.82,Oji Kamiya Station,東京都北区豊島4-5-3
The side,italian,3.82,Shinjuku Sanchome Station,東京都新宿区新宿3-6-2 栄ビル 4F
Restaurant Larum,"French, modern French, wine bar",3.82,Shirokanedai Station,東京都港区白金台4-9-23 ツツイビル B1F
European Curry Bondi Jimbocho Main Store,European curry,3.82,Jimbocho Station,東京都千代田区神田神保町2-3 神田古書センター ２Ｆ
palm leaves,"Robatayaki, charcoal grill, Japanese cuisine",3.82,Gaienmae Station,東京都港区南青山3-2-3 ダイアンクレストビル2F
of the jinns,"Creative cuisine, innovative fusion",3.82,Shinsen Station,東京都渋谷区南平台町6-7
Edomae Shinsaku,Tempura,3.82,Ningyocho Station,東京都中央区日本橋人形町2-10-11 KYOE PLAZA 日本橋人形町 6F
Shimbashi Tsuruhachi,sushi,3.82,Shimbashi Station,東京都港区新橋2-16-1 ニュー新橋ビル 2F
Il Teatrino da Salone,"Italian, Innovative Fusion, Charcoal",3.82,Hiroo Station,東京都港区南青山7-11-5 HOUSE7115 B1F
Can Can Dou,"Ramen, Tsukemen, Abura soba",3.82,Higashijujo Station,東京都北区中十条3-16-15
often,Japanese food,3.82,Hiroo Station,東京都港区西麻布4-11-25 モダンフォルム西麻布ビル 2F
Ginza Ukai-tei,"Teppanyaki, Steak",3.82,Higashiginza Station,東京都中央区銀座5-15-8 時事通信ビル　１Ｆ
Ponta Honke,"Western food, pork cutlet",3.82,Ueno Hirokoji Station,東京都台東区上野3-23-3
Usagiya main store,"Japanese sweets, dorayaki",3.82,Nipponbashi Station,東京都中央区日本橋1-2-19 日本橋ファーストビル　１Ｆ
algorithm,French,3.82,Shirokanedai Station,東京都港区白金6-5-3 さくら白金102
Ginza Yoshizawa,"Japanese cuisine, Japanese food (other)",3.82,Ginza-itchome Station,東京都中央区銀座1-13-8 ハビウル銀座ビル B1F
Dapepi,italian,3.82,Sugamo station,東京都文京区千石4-25-6 荒井マンション 101
Chirimuro,"Cakes, sweets (other)",3.82,Shibuya Station,東京都渋谷区猿楽町1-3
Asahi Neighborhood Association,"Ramen, Tsukemen",3.82,Itabashi Ward Yakusho-mae Station,東京都板橋区板橋3-5-1 リビオタワー板橋 1F
Omino Kamiyacho,"Yakitori, chicken dishes",3.82,Kamiyacho Station,東京都港区虎ノ門3-17-1 TOKYU REIT虎ノ門ﾋﾞﾙ 104
Tsukkabekkarai Kayanuma,"cake, baumkuchen",3.82,Tameike Sanno Station,東京都港区赤坂1-4-5 栢沼ビル 1F
Styles Cakes &amp; Company,cake,3.82,Jimbocho Station,東京都千代田区神田小川町3-16-5 第二岩崎ビル 1Ｆ
Ji-Cube,"Sichuan cuisine, Chinese cuisine, tea and snacks",3.81,Roppongi Station,東京都港区西麻布3-18-10
Noodles with ultra-pure water Tengokuya,ramen,3.81,Minami Machida Grandberry Park Station,東京都町田市鶴間3-13-13
spice curry blue indigo,Curry Rice,3.81,Koenji Station,東京都杉並区高円寺北2-41-15
Chinese soba noodles,ramen,3.81,Honancho Station,東京都杉並区堀ノ内2-13-13
rich prosperity,"Chinese food, Sichuan food, Dandan noodles",3.81,Myogadani Station,東京都文京区小石川5-38-14 ＫＤビル 1F
Delhi Ueno store,Indian curry,3.81,Ueno Hirokoji Station,東京都文京区湯島3-42-2
Vincero,italian,3.81,Shinjuku Gyoemmae Station,東京都新宿区新宿5-1-13 ＭＯＡビル 1F
Noodles RAGE,"Ramen, tsukemen, abura soba",3.81,Nishiogikubo Station,東京都杉並区松庵3-37-22 レンツェン松庵 1F
Kanda,Japanese food,3.81,Toranomon Hills Station,東京都港区愛宕1-1-1 虎ノ門ヒルズレジデンシャルタワー 1F
Yoshida curry,"Curry rice, Indian curry",3.81,Ogikubo Station,東京都杉並区天沼3-8-2 2Ｆ
Noodles and Kintoki,"Ramen, Dandan noodles without soup",3.81,Ekoda Station,東京都練馬区小竹町1-2-7
Kaigen,"Seafood bowl, seafood dishes/seafood dishes",3.81,Tsukiji market station,東京都中央区築地4-13-8 ソラシアビル 1F
Ramen MAIKAGURA,"Ramen, Tsukemen, Japanese food (others)",3.81,Chitose Funabashi Station,東京都世田谷区船橋1-38-4
Le Jardin des Saveurs,French,3.81,Higashiginza Station,東京都中央区銀座6-16-11 銀座山本ビル B１F
Taka persimmon sushi,sushi,3.81,Suitengumae Station,東京都中央区日本橋蛎殻町1-30-2
King Seimen,"Ramen, Tsukemen, Dandanmen without soup",3.81,Oji Ekimae Station,東京都北区王子本町1-14-1 高崎ビル 1F
spice post,Curry Rice,3.81,Yoyogi Koen Station,東京都渋谷区富ヶ谷1-52-2
RODEO,"Italian, Bar Bar, Steak",3.81,Nakameguro Station,東京都目黒区中目黒3-5-1 中目黒プレアタワー 1F
Yoshizawa,"Japanese cuisine, Japanese food (other)",3.81,Roppongi Station,東京都港区六本木6-10-1 六本木ヒルズ ウエストウォーク 5F
chefs,shanghai cuisine,3.81,Shinjuku Gyoemmae Station,東京都新宿区新宿1-24-1 藤和ハイタウン　１Ｆ
Chemin,French,3.81,Tameike Sanno Station,東京都港区赤坂2-17-7 赤坂溜池タワーＡＮＮＥＸ　１Ｆ
Takesue Tokyo Premium,"Ramen, Tsukemen",3.81,Oshiage Station,東京都墨田区業平5-14-7 フラーリシ押上 1F
Obana,eel,3.81,Minamisenju Station,東京都荒川区南千住5-33-1
abyss,"french, modern french",3.81,Daikanyama Station,東京都渋谷区恵比寿西1-30-12 EBISU-HILLS 1F
LOVE YOU,"bread, cafe, sandwich",3.8,Minamiasagaya Station,東京都杉並区成田東2-33-9
Ristorantino Rubero,italian,3.8,Meguro Station,東京都品川区上大崎3-5-18
Kioicho Mitani Bettei,sushi,3.8,Nagatacho Station,東京都千代田区紀尾井町1-2 東京ガーデンテラス紀尾井町 3F
Shinnabei,"Ramen, Chinese noodles (other)",3.8,Nishinippori Station,東京都文京区千駄木4-21-3
USHIGORO S. SHINJUKU,"Yakiniku, Japanese cuisine, Steak",3.8,Shinjuku Sanchome Station,東京都新宿区新宿3-17-10 HULIC & New SHINJUKU 11F
Atelier Kota Kagurazaka,"Cake, cafe/coffee shop (other)",3.8,Kagurazaka Station,東京都新宿区神楽坂6-25
Meat Master Horikoshi,"Yakiniku, Japanese cuisine, Hormone",3.8,Hiroo Station,東京都港区南青山7-11-4 ＨＴ南青山ビル2Ｆ
Akiyama,Japanese food,3.8,Shirokanedai Station,東京都港区白金6-5-3 さくら白金101
Takeuchi Jimbocho Main Store,"Curry rice, Western food",3.8,Jimbocho Station,東京都千代田区神田神保町1-20-3 1F
